Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
15,ID-LA,Lampung,0,0,13,-13,332,13,247,72,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,36.50,0.00,1.43,3.92%,74.40%,0.00,1.00
15,ID-MA,Maluku,32,3,27,2,1448,28,937,483,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,17.32,783.93,1.62,15.16,1.93%,64.71%,3.20,
15,ID-MU,Maluku Utara,10,0,48,-38,1739,59,1006,674,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,7.65,1329.71,0.00,45.11,3.39%,57.85%,0.83,1.00
15,ID-NB,Nusa Tenggara Barat,22,2,15,5,2421,131,1626,664,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.17,459.37,0.38,24.86,5.41%,67.16%,0.92,
15,ID-NT,Nusa Tenggara Timur,3,0,1,2,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.55,30.49,0.00,0.18,0.61%,83.64%,,1.00
15,ID-PA,Papua,0,0,36,-36,3345,35,1997,1313,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,770.68,0.00,8.06,1.05%,59.70%,0.00,1.00
15,ID-PB,Papua Barat,6,0,2,4,601,7,439,155,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,526.87,0.00,6.14,1.16%,73.04%,,1.00
15,ID-RI,Riau,41,0,45,-4,959,14,581,364,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,6.75,157.88,0.00,2.30,1.46%,60.58%,1.41,1.00
15,ID-SR,Sulawesi Barat,7,0,12,-5,306,7,203,96,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,4.49,196.16,0.00,4.49,2.29%,66.34%,0.58,1.00
15,ID-SN,Sulawesi Selatan,85,0,61,24,10878,340,7690,2848,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,9.02,1153.93,0.00,36.07,3.13%,70.69%,2.30,0.00
15,ID-ST,Sulawesi Tengah,0,0,0,0,223,7,197,19,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,75.45,0.00,2.37,3.14%,88.34%,0.00,1.00
15,ID-SG,Sulawesi Tenggara,28,0,9,19,1167,18,821,328,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,10.62,442.81,0.00,6.83,1.54%,70.35%,0.85,1.00
15,ID-SA,Sulawesi Utara,50,1,55,-6,3261,144,1876,1241,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,18.93,1234.35,0.38,54.51,4.42%,57.53%,0.82,
15,ID-SB,Sumatera Barat,37,0,19,18,1337,38,888,411,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.70,242.24,0.00,6.88,2.84%,66.42%,0.88,0.00
15,ID-SS,Sumatera Selatan,36,1,36,-1,3880,206,2563,1111,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,4.38,472.16,0.12,25.07,5.31%,66.06%,0.92,0.50
15,ID-SU,Sumatera Utara,195,3,73,119,5622,243,2511,2868,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,13.11,377.95,0.20,16.34,4.32%,44.66%,2.83,0.75
16,ID-AC,Aceh,11,0,0,11,876,28,191,657,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,2.10,166.94,0.00,5.34,3.20%,21.80%,0.44,0.00
16,ID-BA,Bali,41,1,52,-12,4065,50,3578,437,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,9.72,964.14,0.24,11.86,1.23%,88.02%,0.93,
16,ID-BT,Banten,43,1,18,24,2284,100,1598,586,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.01,213.01,0.09,9.33,4.38%,69.96%,1.30,
16,ID-BE,Bengkulu,2,0,0,2,279,24,162,93,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.00,139.53,0.00,12.00,8.60%,58.06%,0.67,1.00
16,ID-JK,DKI Jakarta,518,1,654,-137,29400,981,19708,8711,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,47.76,2710.64,0.09,90.45,3.34%,67.03%,0.89,0.17
16,ID-YO,Daerah Istimewa Yogyakarta,33,0,13,20,1025,28,675,322,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,9.09,282.29,0.00,7.71,2.73%,65.85%,0.72,1.00
16,ID-GO,Gorontalo,6,0,16,-10,1721,45,1305,371,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.08,1457.67,0.00,38.11,2.61%,75.83%,0.15,0.00
16,ID-JA,Jambi,0,0,0,0,225,4,121,100,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,64.41,0.00,1.15,1.78%,53.78%,0.00,1.00
16,ID-JB,Jawa Barat,78,2,41,35,8566,237,4667,3662,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.73,189.68,0.04,5.25,2.77%,54.48%,0.34,
16,ID-JT,Jawa Tengah,168,7,62,99,11639,786,7285,3568,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.62,320.07,0.19,21.61,6.75%,62.59%,1.28,1.40
16,ID-JI,Jawa Timur,488,35,368,85,27903,2023,20838,5042,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,12.06,689.32,0.86,49.98,7.25%,74.68%,1.12,1.67
16,ID-KB,Kalimantan Barat,0,0,2,-2,447,4,407,36,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,82.43,0.00,0.74,0.89%,91.05%,0.00,1.00
16,ID-KS,Kalimantan Selatan,100,0,83,17,7151,319,4424,2408,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,24.86,1777.51,0.00,79.29,4.46%,61.87%,1.61,0.00
16,ID-KT,Kalimantan Tengah,0,0,0,0,2188,100,1610,478,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,851.27,0.00,38.91,4.57%,73.58%,0.00,1.00
16,ID-KI,Kalimantan Timur,86,23,54,9,2369,89,1544,736,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,24.21,666.91,6.47,25.05,3.76%,65.18%,1.54,23.00
16,ID-KU,Kalimantan Utara,3,0,0,3,328,2,286,40,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,505.86,0.00,3.08,0.61%,87.20%,0.23,1.00
16,ID-BB,Kepulauan Bangka Belitung,5,0,1,4,212,2,196,14,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,3.62,153.65,0.00,1.45,0.94%,92.45%,2.50,1.00
16,ID-KR,Kepulauan Riau,10,1,2,7,657,27,372,258,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,5.18,340.52,0.52,13.99,4.11%,56.62%,0.45,
16,ID-LA,Lampung,9,1,0,8,341,14,247,80,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.99,37.49,0.11,1.54,4.11%,72.43%,,
16,ID-MA,Maluku,47,0,9,38,1495,28,946,521,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,25.45,809.38,0.00,15.16,1.87%,63.28%,1.47,0.00
16,ID-MU,Maluku Utara,2,0,23,-21,1741,59,1029,653,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,1331.24,0.00,45.11,3.39%,59.10%,0.20,1.00
16,ID-NB,Nusa Tenggara Barat,15,0,20,-5,2436,131,1646,659,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.85,462.22,0.00,24.86,5.38%,67.57%,0.68,0.00
16,ID-NT,Nusa Tenggara Timur,0,0,0,0,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,30.49,0.00,0.18,0.61%,83.64%,0.00,1.00
16,ID-PA,Papua,77,1,20,56,3422,36,2017,1369,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,17.74,788.42,0.23,8.29,1.05%,58.94%,,
16,ID-PB,Papua Barat,4,0,11,-7,605,7,450,148,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,3.51,530.38,0.00,6.14,1.16%,74.38%,0.67,1.00
16,ID-RI,Riau,24,1,20,3,983,15,601,367,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,3.95,161.83,0.16,2.47,1.53%,61.14%,0.59,
16,ID-SR,Sulawesi Barat,1,0,8,-7,307,7,211,89,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,196.80,0.00,4.49,2.28%,68.73%,0.14,1.00
16,ID-SN,Sulawesi Selatan,123,0,62,61,11001,340,7752,2909,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.05,1166.98,0.00,36.07,3.09%,70.47%,1.45,1.00
16,ID-ST,Sulawesi Tengah,0,0,0,0,223,7,197,19,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,75.45,0.00,2.37,3.14%,88.34%,1.00,1.00
16,ID-SG,Sulawesi Tenggara,35,0,8,27,1202,18,829,355,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,13.28,456.09,0.00,6.83,1.50%,68.97%,1.25,1.00
16,ID-SA,Sulawesi Utara,21,2,91,-72,3282,146,1967,1169,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,7.95,1242.30,0.76,55.26,4.45%,59.93%,0.42,2.00
16,ID-SB,Sumatera Barat,13,2,8,3,1350,40,896,414,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,2.36,244.60,0.36,7.25,2.96%,66.37%,0.35,
16,ID-SS,Sumatera Selatan,29,0,35,-6,3909,206,2598,1105,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,3.53,475.69,0.00,25.07,5.27%,66.46%,0.81,0.00
16,ID-SU,Sumatera Utara,51,2,102,-53,5673,245,2613,2815,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,3.43,381.38,0.13,16.47,4.32%,46.06%,0.26,0.67
17,ID-AC,Aceh,168,0,0,168,1044,28,191,825,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,32.02,198.96,0.00,5.34,2.68%,18.30%,15.27,1.00
17,ID-BA,Bali,45,0,46,-1,4110,50,3624,436,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,10.67,974.82,0.00,11.86,1.22%,88.18%,1.10,0.00
17,ID-BT,Banten,17,0,19,-2,2301,100,1617,584,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.59,214.60,0.00,9.33,4.35%,70.27%,0.40,0.00
17,ID-BE,Bengkulu,0,0,0,0,279,24,162,93,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,139.53,0.00,12.00,8.60%,58.06%,0.00,1.00
17,ID-JK,DKI Jakarta,552,14,209,329,29952,995,19917,9040,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,50.89,2761.53,1.29,91.74,3.32%,66.50%,1.07,14.00
17,ID-YO,Daerah Istimewa Yogyakarta,16,0,7,9,1041,28,682,331,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,4.41,286.70,0.00,7.71,2.69%,65.51%,0.48,1.00
17,ID-GO,Gorontalo,67,2,4,61,1788,47,1309,432,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,56.75,1514.42,1.69,39.81,2.63%,73.21%,11.17,
17,ID-JA,Jambi,20,0,1,19,245,4,122,119,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,5.73,70.13,0.00,1.15,1.63%,49.80%,,1.00
17,ID-JB,Jawa Barat,44,1,45,-2,8610,238,4712,3660,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.97,190.65,0.02,5.27,2.76%,54.73%,0.56,0.50
17,ID-JT,Jawa Tengah,36,5,42,-11,11675,791,7327,3557,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.99,321.06,0.14,21.75,6.78%,62.76%,0.21,0.71
17,ID-JI,Jawa Timur,336,14,416,-94,28239,2037,21254,4948,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,8.30,697.62,0.35,50.32,7.21%,75.26%,0.69,0.40
17,ID-KB,Kalimantan Barat,0,0,0,0,447,4,407,36,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,82.43,0.00,0.74,0.89%,91.05%,1.00,1.00
17,ID-KS,Kalimantan Selatan,90,6,126,-42,7241,325,4550,2366,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,22.37,1799.88,1.49,80.78,4.49%,62.84%,0.90,
17,ID-KT,Kalimantan Tengah,27,0,30,-3,2215,100,1640,475,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,10.50,861.77,0.00,38.91,4.51%,74.04%,,1.00
17,ID-KI,Kalimantan Timur,116,4,66,46,2485,93,1610,782,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,32.66,699.57,1.13,26.18,3.74%,64.79%,1.35,0.17
17,ID-KU,Kalimantan Utara,1,0,2,-1,329,2,288,39,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,1.54,507.40,0.00,3.08,0.61%,87.54%,0.33,1.00
17,ID-BB,Kepulauan Bangka Belitung,2,0,0,2,214,2,196,16,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,155.10,0.00,1.45,0.93%,91.59%,0.40,1.00
17,ID-KR,Kepulauan Riau,7,0,10,-3,664,27,382,255,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,3.63,344.15,0.00,13.99,4.07%,57.53%,0.70,0.00
17,ID-LA,Lampung,2,0,31,-29,343,14,278,51,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,37.71,0.00,1.54,4.08%,81.05%,0.22,0.00
17,ID-MA,Maluku,26,1,0,25,1521,29,946,546,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,14.08,823.45,0.54,15.70,1.91%,62.20%,0.55,
17,ID-MU,Maluku Utara,3,0,6,-3,1744,59,1035,650,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,2.29,1333.53,0.00,45.11,3.38%,59.35%,1.50,1.00
17,ID-NB,Nusa Tenggara Barat,22,1,13,8,2458,132,1659,667,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.17,466.39,0.19,25.05,5.37%,67.49%,1.47,
17,ID-NT,Nusa Tenggara Timur,0,0,0,0,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,30.49,0.00,0.18,0.61%,83.64%,1.00,1.00
17,ID-PA,Papua,10,0,4,6,3432,36,2021,1375,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.30,790.72,0.00,8.29,1.05%,58.89%,0.13,0.00
17,ID-PB,Papua Barat,2,0,1,1,607,7,451,149,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,532.13,0.00,6.14,1.15%,74.30%,0.50,1.00
17,ID-RI,Riau,34,1,17,16,1017,16,618,383,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,5.60,167.43,0.16,2.63,1.57%,60.77%,1.42,1.00
17,ID-SR,Sulawesi Barat,12,0,0,12,319,7,211,101,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,7.69,204.49,0.00,4.49,2.19%,66.14%,12.00,1.00
17,ID-SN,Sulawesi Selatan,97,3,87,7,11098,343,7839,2916,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,10.29,1177.27,0.32,36.39,3.09%,70.63%,0.79,
17,ID-ST,Sulawesi Tengah,4,0,0,4,227,7,197,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.35,76.80,0.00,2.37,3.08%,86.78%,,1.00
17,ID-SG,Sulawesi Tenggara,14,0,13,1,1216,18,842,356,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,5.31,461.40,0.00,6.83,1.48%,69.24%,0.40,1.00
17,ID-SA,Sulawesi Utara,6,1,68,-63,3288,147,2035,1106,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.27,1244.57,0.38,55.64,4.47%,61.89%,0.29,0.50
17,ID-SB,Sumatera Barat,26,1,18,7,1376,41,914,421,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,4.71,249.31,0.18,7.43,2.98%,66.42%,2.00,0.50
17,ID-SS,Sumatera Selatan,1,0,28,-27,3910,206,2626,1078,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,475.81,0.00,25.07,5.27%,67.16%,0.03,1.00
17,ID-SU,Sumatera Utara,17,3,46,-32,5690,248,2659,2783,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,1.14,382.52,0.20,16.67,4.36%,46.73%,0.33,1.50
18,ID-AC,Aceh,25,2,0,23,1069,30,191,848,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,4.76,203.73,0.38,5.72,2.81%,17.87%,0.15,
18,ID-BA,Bali,48,1,24,23,4158,51,3648,459,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,11.38,986.20,0.24,12.10,1.23%,87.73%,1.07,
18,ID-BT,Banten,63,1,7,55,2364,101,1624,639,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.88,220.47,0.09,9.42,4.27%,68.70%,3.71,
18,ID-BE,Bengkulu,1,0,0,1,280,24,162,94,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,140.03,0.00,12.00,8.57%,57.86%,,1.00
18,ID-JK,DKI Jakarta,513,19,588,-94,30465,1014,20505,8946,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,47.30,2808.83,1.75,93.49,3.33%,67.31%,0.93,1.36
18,ID-YO,Daerah Istimewa Yogyakarta,18,1,13,4,1059,29,695,335,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,4.96,291.65,0.28,7.99,2.74%,65.63%,1.13,
18,ID-GO,Gorontalo,33,0,53,-20,1821,47,1362,412,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,27.95,1542.37,0.00,39.81,2.58%,74.79%,0.49,0.00
18,ID-JA,Jambi,0,0,0,0,245,4,122,119,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,70.13,0.00,1.15,1.63%,49.80%,0.00,1.00
18,ID-JB,Jawa Barat,45,0,16,29,8655,238,4728,3689,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.00,191.65,0.00,5.27,2.75%,54.63%,1.02,0.00
18,ID-JT,Jawa Tengah,118,10,95,13,11793,801,7422,3570,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.24,324.30,0.27,22.03,6.79%,62.94%,3.28,2.00
18,ID-JI,Jawa Timur,312,18,377,-83,28551,2055,21631,4865,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.71,705.33,0.44,50.77,7.20%,75.76%,0.93,1.29
18,ID-KB,Kalimantan Barat,5,0,2,3,452,4,409,39,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,83.35,0.00,0.74,0.88%,90.49%,,1.00
